Recipient	pg_14682_TAS	pg_14687_TAS	pg_14689_TAS	pg_14690_TAS	pg_14693_TAS	pg_14702_TAS	pg_14709_TAS	pg_14711_TAS	pg_14712_TAS	pg_14718_TAS	pg_14720_TAS	pg_14725_VIC	pg_14735_VIC	pg_14747_VIC	pg_14749_VIC	pg_14753_VIC	pg_14755_VIC	pg_14756_VIC	pg_14757_VIC	pg_14758_VIC	pg_14759_VIC	pg_14761_VIC	pg_14762_VIC	pg_14763_VIC	pg_14764_VIC	pg_14766_VIC	pg_14767_VIC	pg_14768_VIC	pg_14769_VIC	pg_14770_VIC	pg_14771_VIC	pg_14776_VIC	pg_14777_VIC	pg_14778_VIC	pg_14779_VIC	pg_14781_VIC	pg_14783_VIC	pg_14784_VIC	pg_14785_VIC	pg_14786_VIC	pg_14787_VIC	pg_14789_VIC	pg_14790_VIC	pg_14791_VIC	pg_14792_VIC	pg_14793_VIC	pg_14796_VIC	pg_14798_VIC	pg_14799_VIC	pg_14800_VIC	pg_14810_VIC	pg_14812_VIC	pg_14814_VIC	pg_14815_VIC	pg_14818_VIC	pg_15516_CHI	pg_15518_CHI	pg_15520_CHI	pg_15529_CHI	pg_15535_CHI	pg_15537_CHI	pg_15538_CHI	pg_15541_CHI	pg_15545_CHI	pg_15546_CHI	pg_15547_CHI	pg_15550_CHI	pg_15551_CHI	pg_15552_CHI	pg_15556_CHI	pg_15559_CHI	pg_15560_CHI	pg_15562_CHI	pg_15563_CHI	pg_15565_CHI	pg_15567_CHI	pg_15571_CHI	pg_15575_CHI	pg_15578_CHI	pg_15579_CHI	pg_15581_CHI	pg_15586_CHI	pg_15588_CHI	pg_15595_CHI	pg_15603_CHI	pg_15605_CHI	pg_15606_CHI	pg_15609_CHI	pg_15611_CHI	pg_15905_NZN	pg_15906_NZN	pg_15907_NZN	pg_15909_NZN	pg_15910_NZN	pg_15911_NZN	pg_15912_NZN	pg_15913_NZN	pg_15915_NZN	pg_15916_NZN	pg_15917_NZN	pg_15918_NZN	pg_15920_NZN	pg_15921_NZN	pg_15923_NZN	pg_15924_NZN	pg_15926_NZN	pg_15927_NZN	pg_15928_NZN	pg_15929_NZN	pg_15930_NZN	pg_15931_NZN	pg_15932_NZN	pg_15934_NZN	pg_15937_NZN	pg_15938_NZN	pg_15940_NZN	pg_15942_NZN	pg_15943_NZN	pg_15944_NZN	pg_15946_NZN	pg_15948_NZN	pg_15949_NZN	pg_15950_NZN	pg_15951_NZN	pg_15952_NZN	pg_15953_NZN	pg_15954_NZN	pg_15955_NZN	pg_15957_NZN	pg_15958_NZN	pg_15959_NZN	pg_15963_NZN	pg_15975_NZN	pg_15980_NZN	pg_15981_NZN	pg_15982_NZN	pg_15984_NZN	pg_15986_NZN	pg_15987_NZN	pg_15988_NZN	pg_15991_NZN	pg_15993_NZN	pg_15995_NZN	pg_15997_NZN	pg_16000_NZS	pg_16002_NZS	pg_16003_NZS	pg_16009_NZS	pg_16010_NZS	pg_16012_NZS	pg_16022_NZS	pg_16025_NZS	pg_16034_NZS	pg_16037_NZS	pg_16039_NZS	pg_16040_NZS	pg_16042_NZS	pg_16043_NZS	pg_16045_NZS	pg_16046_NZS	pg_16056_NZS	pg_16057_NZS	pg_16067_NZS	pg_16068_NZS	pg_16069_NZS	pg_16070_NZS	pg_16073_NZS	pg_16074_NZS	pg_16075_NZS	pg_16076_NZS	pg_16077_NZS	pg_16078_NZS	pg_16079_NZS	pg_16080_NZS	pg_16081_NZS	pg_16084_NZS	pg_16089_NZS	pg_16091_NZS	pg_16092_NZS	pg_16093_NZS	pg_16094_NZS	pg_16096_NZS	pg_16097_NZS	pg_16099_NZS	pg_16100_NZS	pg_16101_NZS	pg_16104_NZS	pg_16106_NZS	pg_16107_NZS	pg_16108_NZS	pg_16111_NZS	pg_16112_NZS	pg_16113_NZS	pg_16114_NZS	pg_16115_NZS	pg_16116_NZS	pg_16117_NZS	pg_16119_NZS	pg_16122_NZS	pg_16123_NZS	pg_16124_NZS	pg_16126_NZS	pg_16128_NZS	pg_16130_NZS	pg_16131_NZS	pg_16132_NZS	pg_16134_NZS	pg_16135_NZS	pg_16138_PHO	pg_16139_PHO	pg_16140_PHO	pg_16141_PHO	pg_16142_CHI	pg_17204_CAM	pg_17206_NZS	pg_17208_NZS
pg_15934_NZN	14278	14600	13841	14034	14392	14562	14110	13899	14717	13603	13574	14616	14678	14005	14456	13855	14118	14271	14352	14497	14290	13902	14086	13559	13679	13847	14319	13915	14726	14559	14523	14070	14573	14734	13785	14702	14283	13916	14126	14122	14528	14275	14185	13902	13815	13972	14363	13892	13983	14248	14427	14204	14029	14587	14539	14100	14549	14469	14411	14734	14838	13581	14400	13849	13831	13734	14006	13430	14113	14253	13742	13866	13712	13607	13740	13769	14342	13946	13613	14328	14843	14646	14705	14467	13666	14420	14001	13833	14075	14621	13958	13927	14089	13851	13801	14302	13850	14787	14241	14373	14831	14164	14743	14396	14817	14440	14452	14230	14351	14282	14330	14559	0	14429	13933	14593	14819	14296	13928	14009	14483	14634	14671	13478	14156	13741	14183	14100	14190	14210	13906	13895	14400	13848	13932	13815	14725	14505	13706	13792	13756	14182	14133	14674	14438	13620	14120	14112	14633	14134	14441	14346	14452	14301	13848	14363	13756	13715	14787	13702	14109	14769	14503	13850	14547	14728	14559	14254	14271	14698	14160	14884	14235	14475	14511	14165	13980	13992	14355	14203	14132	14074	14783	13947	14616	14067	14750	13915	14486	14466	14287	14505	14586	14202	14646	14374	14513	14350	14555	14814	14177	14806	14228	14753	14617	14773	14505	14434	14248	14125	14075	14307	14755	14087	13859	14776
pg_15937_NZN	14225	14525	13682	13937	14299	14532	14015	13723	14548	13408	13377	14618	14634	13867	14302	13695	14045	14214	14269	14459	14224	13821	13951	13388	13575	13686	14312	13791	14718	14496	14511	13984	14546	14736	13688	14643	14149	13800	14123	14106	14513	14249	14040	13873	13676	13861	14244	13791	13971	14166	14381	14131	13931	14503	14482	14072	14526	14369	14393	14645	14860	13429	14357	13660	13702	13581	13915	13213	14074	14077	13575	13751	13592	13412	13536	13611	14242	13764	13379	14250	14787	14570	14687	14448	13469	14276	13815	13683	14030	14520	13794	13865	13916	13690	13592	14219	13676	14742	14136	14314	14715	14110	14699	14392	14797	14348	14395	14096	14265	14164	14265	14467	14429	0	13848	14538	14782	14207	13821	13943	14414	14613	14631	13336	14084	13581	14155	14008	14175	14172	13755	13880	14421	13738	13898	13774	14688	14462	13599	13671	13672	14127	14110	14697	14427	13512	13999	14009	14646	13999	14339	14301	14406	14253	13692	14352	13608	13574	14776	13606	13982	14732	14464	13746	14533	14690	14512	14160	14218	14716	14155	14815	14052	14483	14447	14044	13861	13870	14327	14090	14015	13982	14727	13851	14557	13886	14751	13848	14459	14392	14251	14424	14491	14099	14588	14304	14479	14366	14548	14837	14181	14791	14167	14772	14557	14749	14414	14378	14124	14012	13937	14236	14760	13985	13740	14777
pg_15938_NZN	13578	14086	12370	12833	13656	14107	13097	12393	13951	11669	11373	14269	14312	12792	13648	12329	13164	13530	13647	14022	13578	12553	12907	11516	12044	12348	13685	12603	14448	14079	14092	13038	14111	14457	12325	14331	13374	12630	13197	13196	14070	13487	13083	12678	12341	12806	13581	12530	12942	13428	13807	13264	12912	14035	14021	12966	14048	13731	13774	14266	14637	11495	13666	12167	12288	11962	12816	11020	13019	13177	11986	12367	11872	11562	11900	12044	13543	12376	11552	13526	14590	14099	14417	13960	11705	13507	12505	12226	13009	14068	12629	12739	12828	12331	12073	13481	12368	14492	13310	13640	14362	13233	14439	13835	14635	13836	13832	13317	13636	13451	13588	14040	13928	13843	0	14071	14572	13470	12568	12825	13900	14287	14329	11242	13127	12049	13253	13088	13367	13299	12570	12519	13806	12394	12713	12377	14385	13998	11956	12249	12140	13332	13266	14318	13847	11717	12973	13059	14307	12995	13754	13700	13878	13469	12370	13728	12128	12028	14580	12114	12957	14479	13993	12394	14125	14436	14114	13379	13512	14416	13275	14640	13100	13972	14013	13215	12801	12714	13716	13291	13188	12954	14505	12656	14257	12815	14533	12652	13980	13871	13519	13923	14055	13276	14252	13750	13984	13711	14180	14593	13276	14564	13413	14514	14130	14467	13903	13754	13362	13054	12933	13562	14466	13013	12418	14580
pg_15940_NZN	14468	14593	13931	14195	14424	14636	14241	13999	14496	13766	13692	14741	14746	14167	14398	13979	14273	14391	14439	14621	14456	14140	14181	13768	13945	13918	14535	14114	14805	14613	14671	14271	14696	14770	13975	14690	14262	14071	14448	14370	14652	14500	14224	14119	14013	14172	14402	14139	14302	14384	14482	14301	14241	14540	14628	14297	14676	14471	14602	14653	14884	13721	14510	13947	14041	13905	14198	13595	14347	14216	13919	14016	13912	13756	13829	13921	14396	13987	13753	14392	14803	14568	14771	14579	13793	14372	13974	13972	14338	14559	14036	14199	14107	13947	13854	14366	13919	14782	14338	14456	14696	14305	14790	14547	14860	14536	14529	14324	14438	14375	14411	14555	14590	14536	14073	0	14815	14359	14041	14146	14546	14695	14718	13631	14295	13858	14316	14218	14320	14317	13990	14196	14545	14032	14247	14090	14718	14584	13859	13970	13981	14349	14449	14754	14552	13773	14173	14179	14772	14218	14433	14566	14571	14336	13992	14575	13972	13945	14869	13962	14196	14808	14598	14071	14682	14820	14616	14345	14495	14776	14457	14821	14159	14632	14568	14292	14125	14109	14469	14293	14259	14172	14793	14186	14676	14123	14821	14171	14572	14519	14433	14529	14615	14301	14690	14488	14552	14561	14666	14856	14340	14817	14392	14802	14578	14772	14542	14449	14272	14168	14088	14363	14779	14246	14022	14861
pg_15942_NZN	14750	14788	14506	14640	14753	14850	14637	14552	14816	14458	14440	14904	14884	14616	14719	14536	14661	14730	14718	14831	14735	14611	14644	14477	14526	14530	14807	14616	14927	14827	14857	14660	14883	14901	14568	14898	14700	14593	14759	14718	14855	14783	14644	14624	14542	14625	14733	14582	14693	14727	14796	14684	14657	14799	14839	14706	14863	14792	14829	14874	14991	14440	14785	14575	14570	14540	14644	14384	14722	14658	14541	14591	14527	14447	14501	14519	14724	14552	14458	14750	14955	14809	14902	14826	14466	14732	14551	14556	14720	14827	14559	14662	14595	14535	14493	14670	14512	14924	14695	14744	14892	14657	14930	14808	14958	14796	14790	14665	14742	14714	14738	14815	14818	14782	14576	14817	0	14684	14548	14598	14785	14889	14889	14379	14661	14485	14676	14613	14682	14674	14549	14646	14801	14577	14656	14569	14896	14834	14490	14538	14531	14713	14750	14933	14805	14457	14612	14630	14917	14631	14725	14792	14818	14696	14552	14823	14527	14531	14967	14538	14616	14938	14841	14572	14841	14945	14820	14730	14769	14928	14773	14973	14640	14871	14837	14671	14610	14588	14791	14683	14665	14630	14942	14613	14879	14584	14952	14621	14820	14788	14748	14786	14816	14675	14832	14765	14789	14816	14838	14980	14698	14936	14720	14956	14822	14923	14805	14772	14677	14614	14623	14715	14946	14663	14570	14947
pg_15943_NZN	14062	14326	13295	13678	14102	14428	13767	13364	14210	12941	12791	14568	14569	13611	14056	13304	13773	14030	14086	14354	14091	13541	13645	12929	13184	13272	14222	13537	14663	14369	14436	13722	14471	14638	13361	14582	13862	13520	14017	13921	14412	14102	13743	13566	13311	13616	14024	13520	13792	13972	14198	13858	13706	14298	14379	13796	14424	14171	14302	14471	14779	12877	14169	13264	13370	13182	13642	12639	13833	13742	13196	13390	13173	12902	13036	13212	14035	13305	12933	14033	14711	14331	14615	14332	12986	13956	13321	13292	13854	14331	13437	13671	13541	13275	13141	13986	13271	14649	13882	14117	14527	13845	14619	14251	14747	14223	14265	13863	14084	14005	14044	14300	14294	14205	13473	14360	14683	0	13416	13637	14277	14510	14545	12684	13797	13132	13905	13691	13906	13934	13401	13598	14263	13413	13703	13495	14577	14323	13169	13322	13285	13936	14017	14580	14283	12990	13657	13710	14569	13653	14122	14182	14278	13965	13316	14281	13277	13210	14746	13298	13656	14651	14315	13426	14403	14608	14367	13940	14081	14642	14041	14704	13662	14373	14352	13819	13556	13519	14147	13878	13825	13662	14675	13623	14475	13515	14679	13614	14330	14239	14064	14270	14377	13834	14489	14139	14328	14230	14427	14748	13926	14688	14003	14694	14351	14635	14258	14150	13873	13672	13590	14014	14671	13741	13397	14731
pg_15944_NZN	13563	14039	12264	12870	13624	14093	13046	12335	13786	11627	11307	14276	14323	12766	13567	12245	13136	13511	13626	14050	13529	12543	12859	11458	11987	12280	13730	12571	14452	14028	14089	13021	14150	14453	12287	14331	13297	12589	13263	13180	14089	13551	13056	12692	12322	12762	13575	12576	12940	13401	13817	13300	12903	13940	14008	12972	14049	13692	13810	14249	14648	11435	13647	12152	12207	11932	12770	10932	13051	13057	11985	12345	11902	11479	11741	11977	13498	12280	11489	13494	14558	14073	14407	13987	11635	13388	12348	12176	13009	13989	12535	12726	12728	12225	12017	13437	12223	14487	13315	13620	14327	13174	14430	13836	14614	13857	13827	13270	13595	13404	13543	13973	13923	13816	12568	14039	14544	13413	0	12857	13883	14255	14310	11124	13100	11952	13265	12967	13318	13302	12496	12570	13838	12396	12785	12372	14381	13968	11939	12231	12110	13325	13279	14338	13874	11700	12917	13032	14316	12946	13723	13713	13855	13456	12343	13762	12117	11985	14606	12094	12899	14474	13996	12375	14100	14395	14054	13359	13511	14423	13332	14576	12981	14026	14008	13174	12785	12684	13704	13281	13196	12937	14497	12694	14215	12745	14504	12668	13983	13851	13532	13892	14067	13270	14194	13743	13952	13799	14163	14596	13293	14537	13362	14526	14072	14452	13844	13735	13284	12991	12826	13501	14470	12965	12443	14578
pg_15946_NZN	13732	14119	12530	13105	13780	14172	13265	12686	13974	12067	11787	14328	14378	13026	13736	12586	13357	13671	13773	14096	13733	12866	13134	11945	12359	12574	13818	12859	14533	14159	14172	13220	14244	14468	12543	14388	13487	12863	13441	13344	14159	13689	13293	12914	12648	13006	13728	12810	13198	13579	13856	13379	13125	14056	14110	13267	14137	13847	13906	14322	14702	11910	13817	12519	12628	12307	13072	11543	13259	13322	12350	12644	12253	11972	12218	12392	13652	12604	11946	13619	14621	14184	14451	14024	12110	13598	12722	12531	13226	14143	12825	12962	13035	12572	12405	13622	12602	14538	13537	13755	14403	13431	14497	13917	14668	13940	13954	13469	13752	13581	13748	14097	14005	13939	12824	14145	14595	13635	12858	0	13997	14326	14362	11667	13351	12341	13387	13231	13479	13435	12710	12889	13895	12610	13022	12706	14414	14116	12340	12531	12437	13485	13450	14410	13946	12059	13187	13235	14356	13173	13831	13847	13993	13562	12632	13840	12439	12373	14616	12403	13176	14547	14079	12673	14201	14489	14188	13521	13707	14455	13496	14643	13232	14100	14113	13369	13017	12972	13817	13479	13335	13143	14552	12889	14293	13012	14575	12890	14072	13940	13655	13980	14150	13460	14291	13856	14091	13857	14210	14611	13445	14607	13558	14575	14152	14503	13988	13859	13472	13248	13076	13686	14534	13203	12729	14603
pg_15948_NZN	14302	14515	13799	14034	14343	14545	14052	13789	14618	13577	13519	14634	14655	13980	14395	13785	14123	14272	14315	14490	14301	13947	14013	13545	13704	13771	14349	13867	14737	14500	14537	14041	14573	14720	13802	14699	14233	13878	14160	14140	14532	14281	14094	13940	13798	13949	14284	13872	14054	14255	14453	14186	14029	14508	14550	14126	14541	14406	14423	14653	14878	13563	14416	13826	13814	13719	13987	13389	14110	14145	13671	13823	13725	13546	13669	13728	14279	13829	13535	14307	14811	14589	14697	14479	13615	14322	13856	13800	14099	14537	13903	13927	14004	13825	13714	14266	13768	14754	14224	14361	14788	14115	14689	14418	14825	14435	14421	14184	14335	14210	14298	14532	14483	14415	13905	14548	14786	14279	13888	14000	0	14650	14662	13435	14135	13698	14178	14102	14200	14191	13881	13927	14486	13832	13965	13836	14681	14509	13713	13760	13750	14198	14204	14718	14429	13619	14016	14052	14662	14037	14404	14358	14455	14287	13779	14399	13731	13685	14799	13735	14019	14714	14518	13838	14520	14709	14540	14235	14294	14714	14203	14831	14138	14500	14496	14159	13988	13964	14342	14181	14139	14070	14773	13932	14600	13975	14773	13930	14482	14440	14328	14465	14539	14192	14611	14371	14456	14388	14563	14836	14159	14796	14216	14777	14573	14760	14466	14367	14191	14082	14028	14286	14781	14038	13860	14803
pg_15949_NZN	14543	14746	14208	14354	14599	14722	14415	14273	14781	14076	14053	14754	14786	14396	14663	14230	14426	14536	14562	14705	14527	14294	14366	14052	14167	14226	14590	14310	14842	14712	14714	14403	14749	14836	14197	14802	14507	14283	14489	14452	14688	14561	14482	14277	14214	14315	14577	14277	14391	14516	14637	14466	14363	14697	14732	14375	14723	14610	14682	14856	14903	14031	14593	14202	14202	14181	14365	13928	14479	14512	14155	14232	14155	14042	14176	14189	14561	14305	14064	14566	14923	14797	14836	14663	14083	14633	14305	14237	14429	14755	14299	14343	14364	14218	14165	14532	14222	14891	14463	14563	14882	14487	14848	14613	14906	14647	14644	14479	14575	14495	14558	14708	14634	14614	14292	14698	14890	14512	14260	14329	14650	0	14774	13976	14421	14169	14462	14391	14472	14483	14294	14288	14608	14208	14331	14262	14848	14646	14147	14227	14202	14457	14464	14729	14674	14067	14417	14403	14807	14451	14632	14594	14649	14528	14232	14638	14182	14174	14880	14158	14432	14838	14685	14233	14718	14803	14712	14469	14543	14837	14511	14933	14509	14703	14690	14425	14328	14297	14585	14451	14406	14385	14849	14305	14733	14357	14837	14293	14660	14660	14501	14651	14736	14450	14785	14584	14684	14612	14696	14873	14500	14868	14522	14820	14747	14872	14646	14641	14499	14401	14369	14553	14827	14424	14229	14875
pg_15950_NZN	14590	14705	14218	14413	14583	14738	14413	14280	14685	14112	14052	14814	14813	14377	14588	14243	14464	14553	14567	14711	14621	14329	14399	14093	14209	14213	14640	14335	14846	14733	14748	14435	14781	14854	14267	14821	14512	14312	14557	14522	14740	14591	14431	14354	14261	14371	14556	14335	14483	14539	14632	14489	14444	14686	14741	14463	14739	14625	14713	14772	14940	14083	14642	14222	14256	14168	14425	13965	14496	14444	14191	14299	14207	14067	14160	14218	14569	14276	14084	14563	14883	14735	14828	14693	14098	14554	14266	14238	14516	14705	14262	14407	14322	14235	14179	14526	14193	14852	14509	14622	14813	14455	14845	14671	14909	14673	14644	14496	14580	14515	14561	14675	14670	14631	14333	14720	14889	14546	14314	14365	14662	14773	0	14004	14454	14165	14498	14407	14488	14471	14270	14407	14668	14249	14437	14321	14826	14712	14151	14254	14229	14506	14551	14818	14655	14124	14428	14404	14823	14430	14584	14625	14660	14496	14239	14674	14237	14208	14913	14231	14386	14885	14688	14289	14717	14846	14718	14507	14589	14867	14577	14895	14419	14755	14725	14460	14358	14327	14620	14486	14435	14361	14851	14369	14766	14331	14877	14367	14689	14648	14559	14679	14713	14492	14784	14603	14682	14663	14729	14907	14528	14858	14512	14877	14705	14844	14656	14628	14472	14404	14348	14542	14851	14443	14264	14916
pg_15951_NZN	12886	13532	10681	11637	12972	13742	12054	10692	12876	9132	8080	13989	14044	11392	12718	10483	12282	12877	13065	13639	12926	10958	11577	8437	9864	10685	13102	11166	14225	13651	13741	12031	13749	14212	10555	13990	12439	11225	12155	12168	13676	12769	12011	11355	10705	11517	12939	10970	11739	12649	13165	12379	11650	13465	13587	11662	13557	12943	13075	13747	14392	8377	12819	9942	10192	9633	11355	7164	11712	11848	9798	10578	9289	8756	9247	9747	12644	10290	8658	12643	14366	13622	14162	13475	9117	12468	10589	10190	11719	13559	11154	11275	11502	10465	9972	12753	10571	14256	12460	12936	13868	12231	14220	13285	14441	13331	13323	12443	13011	12678	12968	13529	13448	13306	11216	13603	14350	12656	11099	11642	13405	13946	13974	0	12152	9917	12354	12008	12527	12509	10994	10684	13300	10638	11358	10699	14051	13515	9775	10493	10137	12524	12346	14022	13336	9193	11773	11993	14004	11853	13099	13090	13387	12670	10660	13050	10095	9807	14399	10126	11750	14231	13525	10738	13794	14149	13679	12553	12833	14174	12287	14376	11778	13524	13604	12273	11560	11405	13121	12444	12322	11889	14298	11192	13907	11549	14305	11204	13548	13311	12761	13422	13619	12419	13919	13172	13542	13167	13809	14415	12346	14384	12648	14314	13645	14226	13369	13183	12516	12015	11730	12861	14229	11879	10856	14421
pg_15952_NZN	13816	14299	12991	13352	13939	14291	13478	12981	14340	12512	12299	14401	14478	13281	13982	12959	13529	13801	13952	14232	13812	13041	13378	12337	12703	13014	13935	13064	14559	14255	14246	13431	14298	14573	12911	14483	13795	13098	13527	13559	14249	13816	13585	13160	12967	13260	13887	13023	13315	13738	14089	13695	13323	14291	14193	13383	14244	14018	14037	14495	14720	12360	13937	12864	12867	12687	13286	12050	13477	13665	12681	12966	12625	12414	12624	12766	13876	13072	12397	13883	14733	14380	14514	14150	12553	13952	13183	12869	13405	14304	13112	13178	13348	12936	12773	13854	12989	14589	13690	13934	14599	13583	14555	14046	14700	14069	14089	13668	13953	13773	13901	14239	14150	14079	13126	14292	14656	13793	13099	13350	14129	14415	14449	12175	0	12762	13693	13484	13700	13681	13152	13059	14084	12999	13188	12930	14529	14209	12685	12896	12797	13652	13564	14476	14098	12526	13462	13459	14410	13467	14078	13933	14057	13853	13016	13978	12769	12682	14642	12770	13495	14574	14173	12953	14281	14500	14291	13724	13808	14551	13637	14716	13636	14176	14187	13591	13258	13282	13945	13690	13599	13448	14607	13206	14394	13325	14595	13156	14179	14141	13857	14178	14334	13644	14429	13946	14190	13911	14330	14708	13650	14659	13719	14628	14340	14620	14139	14037	13719	13517	13387	13877	14591	13372	12991	14672
pg_15953_NZN	13246	13683	11465	12292	13275	13910	12523	11523	13260	10498	9875	14131	14166	12127	13045	11355	12671	13182	13344	13814	13258	11908	12252	10235	11068	11402	13432	11866	14353	13820	13920	12518	13973	14314	11505	14161	12795	11906	12806	12706	13893	13159	12488	12061	11449	12156	13195	11821	12420	13047	13437	12721	12371	13618	13814	12542	13865	13317	13477	13971	14558	10239	13284	11189	11397	10898	12076	9392	12485	12361	11020	11514	10833	10266	10648	10994	13070	11239	10242	13040	14437	13789	14299	13728	10495	12915	11376	11283	12470	13734	11824	12039	12054	11424	11077	13119	11347	14356	12935	13253	14024	12804	14344	13570	14519	13561	13563	12821	13259	13037	13250	13727	13740	13580	12052	13859	14485	13133	11956	12344	13697	14168	14165	9943	12766	0	12850	12578	13017	12959	11682	11957	13627	11497	12314	11787	14221	13715	11115	11371	11359	13051	12888	14232	13624	10635	12373	12522	14177	12413	13352	13414	13644	13063	11460	13422	11159	11054	14489	11210	12321	14372	13765	11734	13947	14308	13835	12992	13189	14328	12905	14486	12243	13802	13813	12727	12094	12004	13406	12794	12709	12389	14391	11958	14039	12096	14417	11997	13773	13529	13144	13610	13813	12854	14035	13434	13779	13559	14025	14531	12883	14481	12960	14448	13868	14363	13599	13456	12895	12454	12255	13171	14365	12439	11703	14510
pg_15954_NZN	13908	14268	13021	13399	14024	14306	13562	13116	14256	12638	12478	14436	14466	13418	13990	13082	13656	13924	14016	14206	13889	13207	13487	12606	12877	12978	13940	13221	14581	14256	14292	13486	14336	14552	12998	14483	13735	13251	13684	13601	14273	13918	13622	13301	13061	13346	13972	13242	13496	13859	14046	13670	13446	14237	14282	13563	14291	14061	14081	14474	14749	12542	14078	13068	13085	12879	13420	12268	13551	13649	12892	13146	12823	12618	12810	12939	13869	13088	12574	13846	14658	14319	14550	14094	12702	13857	13225	13028	13538	14318	13266	13296	13418	13015	12868	13833	13106	14627	13761	13951	14547	13658	14587	14047	14704	14125	14086	13782	13988	13801	13943	14252	14177	14150	13254	14312	14672	13901	13264	13387	14172	14457	14493	12382	13693	12848	0	13558	13725	13686	13161	13225	14075	13077	13383	13118	14532	14266	12826	12993	12981	13759	13725	14537	14143	12702	13414	13543	14457	13467	14043	14070	14150	13830	13115	14015	12957	12881	14683	12904	13415	14596	14249	13136	14337	14583	14324	13827	13894	14532	13723	14719	13612	14157	14259	13696	13389	13352	14008	13766	13649	13490	14638	13165	14425	13421	14653	13183	14249	14089	13918	14218	14305	13771	14394	14064	14209	14068	14341	14679	13643	14675	13832	14611	14329	14608	14181	14066	13761	13567	13400	13858	14643	13565	13124	14656
pg_15955_NZN	13792	14146	12786	13252	13851	14241	13375	12874	14060	12365	12158	14410	14432	13186	13796	12795	13426	13727	13821	14160	13793	13053	13294	12271	12649	12785	13938	13043	14555	14187	14207	13381	14280	14522	12850	14436	13609	13040	13631	13527	14220	13778	13393	13153	12861	13176	13782	13039	13343	13672	13965	13564	13314	14117	14186	13417	14233	13939	14012	14340	14719	12210	13907	12781	12832	12596	13224	11926	13451	13389	12625	12884	12591	12301	12498	12652	13761	12865	12300	13740	14641	14220	14504	14127	12417	13740	12883	12762	13417	14178	12991	13194	13174	12782	12597	13708	12786	14554	13642	13874	14436	13503	14533	14009	14689	14031	14037	13556	13844	13675	13779	14156	14100	14009	13092	14220	14614	13693	12972	13234	14102	14391	14408	12038	13490	12579	13563	0	13586	13558	12969	13114	14045	12926	13254	12928	14447	14177	12600	12776	12710	13613	13654	14462	14057	12411	13290	13419	14407	13326	13925	13951	14084	13728	12811	13978	12724	12638	14658	12724	13273	14584	14161	12909	14230	14504	14226	13682	13786	14539	13682	14659	13353	14203	14155	13464	13188	13117	13937	13552	13499	13313	14605	13162	14332	13151	14610	13136	14132	14014	13798	14059	14202	13570	14348	13927	14112	14009	14297	14662	13633	14624	13653	14602	14222	14543	14064	13932	13605	13353	13216	13778	14567	13373	12948	14649
pg_15957_NZN	13965	14325	13163	13572	14054	14315	13624	13208	14328	12805	12683	14467	14503	13490	14039	13183	13694	13953	14007	14280	13965	13376	13560	12748	13005	13187	14057	13338	14602	14283	14321	13610	14384	14611	13176	14523	13822	13345	13786	13717	14336	13955	13699	13388	13210	13440	14025	13325	13584	13893	14133	13745	13522	14244	14292	13645	14332	14123	14166	14508	14756	12736	14106	13175	13185	13009	13475	12485	13668	13762	12993	13262	12985	12798	12966	13045	13987	13239	12759	13946	14699	14370	14566	14203	12876	13973	13338	13173	13622	14322	13384	13432	13492	13165	13035	13928	13218	14624	13855	14020	14585	13732	14580	14110	14731	14179	14133	13808	14015	13881	13979	14265	14187	14172	13369	14319	14680	13905	13320	13480	14197	14469	14486	12555	13703	13015	13728	13583	0	13750	13321	13360	14139	13204	13481	13234	14559	14246	12989	13133	13068	13806	13799	14527	14153	12837	13549	13620	14514	13589	14084	14065	14211	13904	13234	14107	13115	13009	14694	13026	13547	14636	14299	13225	14355	14589	14348	13889	13970	14570	13823	14732	13654	14278	14284	13728	13494	13423	14062	13814	13732	13554	14642	13380	14409	13490	14673	13377	14262	14175	13968	14221	14346	13776	14439	14070	14230	14114	14373	14712	13805	14668	13882	14636	14348	14630	14199	14108	13818	13640	13532	13962	14657	13614	13242	14688
pg_15958_NZN	13963	14264	13158	13537	14021	14316	13616	13149	14295	12754	12641	14463	14494	13415	13977	13140	13666	13900	13970	14218	13951	13339	13549	12712	12984	13112	14028	13284	14595	14257	14315	13569	14353	14553	13161	14536	13813	13347	13755	13678	14336	13984	13609	13378	13122	13393	13939	13285	13570	13862	14123	13717	13520	14249	14262	13685	14343	14140	14095	14459	14760	12708	14066	13199	13214	12993	13475	12453	13643	13690	13000	13203	12986	12734	12937	13000	13938	13188	12748	13922	14697	14313	14557	14197	12802	13909	13291	13106	13611	14288	13329	13418	13472	13135	13014	13904	13136	14604	13842	13992	14569	13670	14591	14130	14732	14155	14128	13777	13995	13874	13936	14261	14207	14170	13300	14316	14672	13933	13304	13437	14189	14480	14469	12534	13684	12958	13688	13555	13751	0	13257	13365	14108	13191	13427	13180	14519	14282	12944	13037	13028	13781	13798	14579	14162	12807	13540	13607	14505	13534	14074	14084	14190	13883	13200	14072	13031	12988	14676	13031	13522	14633	14281	13200	14321	14592	14345	13883	13929	14571	13810	14723	13621	14267	14263	13716	13458	13451	14058	13774	13724	13587	14658	13363	14408	13444	14660	13356	14241	14144	13976	14184	14293	13805	14403	14064	14213	14094	14375	14706	13730	14679	13842	14646	14304	14602	14240	14044	13790	13596	13492	13932	14664	13581	13275	14670
